                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                 1.1383,                0.64685,                 1.0825,                0.92757,                0.91022,                0.96439,                0.66265,                 1.1367,                0.55634,                 1.0913,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.1257,                0.66401,                 1.0749,                0.90346,                0.90712,                0.95767,                0.65498,                 1.1515,                0.58435,                 1.0861,               0.000416,               0.000416,               0.000416
                     83,                 1.1042,                0.64361,                 1.0745,                0.90884,                0.90093,                0.95527,                0.63662,                 1.1908,                0.60447,                 1.1152,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.1196,                0.64694,                 1.0712,                0.93809,                0.89133,                0.95897,                0.65769,                 1.1539,                0.57147,                 1.1017,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.1128,                0.64042,                 1.0623,                0.92172,                0.91132,                0.96071,                0.64803,                 1.1642,                0.57448,                 1.0957,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.1032,                0.63653,                 1.0575,                0.93457,                0.88545,                 0.9603,                0.66066,                 1.1506,                0.57888,                 1.0802,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.1192,                0.64048,                 1.0756,                0.91097,                0.93189,                0.96762,                0.67543,                 1.1131,                0.55569,                 1.0588,               0.000317,               0.000317,               0.000317
                     88,                 1.0975,                0.62315,                 1.0596,                0.88833,                0.93584,                0.96356,                0.66455,                 1.1145,                0.57522,                 1.0763,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.0957,                 0.6254,                 1.0695,                0.93807,                0.91022,                0.96775,                0.66475,                 1.1392,                0.55749,                 1.0848,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.0847,                0.63788,                 1.0647,                0.94818,                0.90642,                0.97263,                0.67277,                 1.1183,                0.54663,                 1.0834,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.0358,                0.55563,                 1.0407,                0.92936,                0.93686,                0.97124,                0.66286,                 1.1508,                0.54545,                 1.0999,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.0159,                0.53357,                 1.0329,                0.89669,                0.94056,                0.96924,                0.67442,                 1.1313,                0.54311,                 1.0869,               0.000218,               0.000218,               0.000218
                     93,                 1.0199,                0.53438,                 1.0322,                0.93536,                0.89606,                0.96742,                0.67566,                 1.1275,                0.54109,                 1.0767,              0.0001982,              0.0001982,              0.0001982
                     94,                0.99954,                0.52087,                 1.0271,                0.93514,                0.90712,                0.97203,                0.67411,                 1.1297,                 0.5389,                 1.0749,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.0057,                0.51913,                 1.0282,                0.92658,                0.89872,                0.97127,                0.68129,                 1.1282,                0.54446,                 1.0763,              0.0001586,              0.0001586,              0.0001586
                     96,                0.99182,                0.52295,                 1.0234,                0.93061,                0.91351,                0.97151,                 0.6788,                 1.1419,                0.52975,                 1.0881,              0.0001388,              0.0001388,              0.0001388
                     97,                0.98406,                0.51306,                 1.0159,                0.93055,                0.90402,                0.97249,                0.68004,                 1.1392,                0.53031,                 1.0858,               0.000119,               0.000119,               0.000119
                     98,                0.98705,                0.50698,                 1.0199,                0.93916,                0.90402,                0.97248,                0.68109,                 1.1256,                0.52851,                 1.0775,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.99208,                0.51747,                 1.0281,                0.93097,                0.90712,                0.97262,                 0.6802,                 1.1295,                0.53651,                  1.079,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.98908,                0.50611,                 1.0228,                0.92997,                0.90454,                0.97112,                0.68294,                 1.1252,                0.53483,                 1.0758,               5.96e-05,               5.96e-05,               5.96e-05
